institution_code,department,department_code,program_code,program_name,degree_type,catalog_year,group_name,group_type,required_credits,display_order,course_code,title,credits,prerequisites,alternatives,choice_group_code,source,completion_options,required_course_sets,required_course_set_count,prerequisite_groups
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Required Common Core,common_core,12,10,ENG 101,English Composition,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Required Common Core,common_core,12,10,ENG 201,Introduction to Literature,3,ENG 101,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Required Common Core,common_core,12,10,SOC-AA-MATHQUANT,Mathematical and Quantitative Reasoning requirement,3,,,RC_MATH_QUANT,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Required Common Core,common_core,12,10,SOC-AA-LPS,Life and Physical Sciences requirement,3,,,RC_LIFE_PHYSICAL,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SPE 100,Fundamentals of Public Speaking,3,,SPE 102,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SPE 102,Fundamentals of Public Speaking for Non-Native Speakers,3,,SPE 100,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SOC-AA-CREATIVE2,Creative Expression requirement (second course),3,,,SOC_AA_CREATIVE,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SOC-AA-INDIVIDUAL,Individual and Society requirement,3,,,FC_INDIVIDUAL,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SOC-AA-SCIWORLD,Scientific World requirement,3,,,FC_SCIENTIFIC_WORLD,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SOC-AA-USEXP,U.S. Experience in Its Diversity requirement,3,,,FC_US_EXPERIENCE,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Flexible Core,flexible_core,18,20,SOC-AA-WORLDCULT,World Cultures and Global Issues requirement,3,,,FC_WORLD_CULTURES,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Program Requirements,program_required,7,30,SOC 100,Introduction to Sociology,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Program Requirements,program_required,7,30,SOC 350,Sociology Capstone,4,SOC 100|ENG 100.5 or ENG 101,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 110,Sociology of Urban Education,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/,,SOC 200||SOC 210||SOC 220||SOC 230||SOC 234||SOC 240||SOC 250||SOC 256||SOC 260,2,
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 111,Understanding Technological Society,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 125,Comparative Ethnic Studies I,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 129,The Black Man in Contemporary Society,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 150,The Latino Experience in the U.S.,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 152,Puerto Rican Experience in Urban U.S. Settings,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 154,Sociology of the Black Urban Community,3,SOC 100 or ANT 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 161,Health Problems in Urban Communities,3,SOC 100 or ANT 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 200,Social Problems,3,SOC 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 210,Gender and Society,3,SOC 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 220,Art Culture and Society,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 230,Race and Ethnicity,3,SOC 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 234,The Puerto Rican Family,3,SOC 100 or ANT 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 240,Urban Sociology,3,SOC 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 250,The Family,3,SOC 100 or ANT 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 256,The Contemporary Black Family,3,SOC 100 or ANT 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Sociology Electives,program_required,9,40,SOC 260,Sociology of Health and Illness,3,SOC 100,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Social Science Electives,program_required,6,42,SOC-AA-SOCSCI,Social Science elective from ANT ECO GEO GWS HIS PHI POL or PSY,6,,,SOC_AA_SOCIAL_SCIENCE,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Social Science Electives,program_required,6,42,CRJ 102,Criminology,3,SOC 100,,,https://www.bmcc.cuny.edu/academics/departments/criminal-justice/course-listings/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Social Science Electives,program_required,6,42,CRJ 202,Corrections,3,CRJ 101,,,https://www.bmcc.cuny.edu/academics/departments/criminal-justice/course-listings/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Social Science Electives,program_required,6,42,CRJ 204,Criminal Justice and the Urban Community,3,CRJ 101|CRJ 102,,,https://www.bmcc.cuny.edu/academics/departments/criminal-justice/course-listings/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Social Science Electives,program_required,6,42,HUM 101,Introduction to Human Services and Social Work,3,,,,https://www.bmcc.cuny.edu/academics/departments/social-sciences/human-services-courses/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Ethnic and Race Studies Elective,program_required,3,44,SOC-AA-ETHNICRACE,Ethnic and Race Studies elective from AFN ASN ETH or LAT,3,,,SOC_AA_ETHNIC_RACE,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
BMCC,Social Sciences and Human Services,SSH,SOC_AA,Sociology,AA,2025-2026,Liberal Arts Elective,program_elective,5,50,SOC-AA-LIBERAL,Liberal Arts elective,5,,,BMCC_LIBERAL_ARTS_ELECTIVE,https://www.bmcc.cuny.edu/academics/departments/social-sciences/sociology/
